beam,meas,iadr,entries,accuracy,elapsed,elapsed_std,rss_reported,rss_reported_std,rss_decision,rss_decision_std,throughput,throughput_std,overhead,overhead_std,rate,rate_std
1.0,600.0,800.0,64,0.0,0.0013262033462524414,0.0017023179833065534,,,,,67.90474118481274,54.14434312174595,1.6699703474505254,13.242604875006935,69.57471153226327,53.66725520706044
1.0,600.0,1.0,565,0.0,0.0011515828360498478,0.0006920293667287602,,,,,0.2247801160844639,10.903192758906803,17.677509525335612,39.77772078108841,17.902289641420076,41.148504320258134
1.0,600.0,600.0,80,0.0,0.0010281801223754883,0.0002098253249290729,,,,,64.47625518240066,55.62209995961091,2.2213240496452493,15.176712846034464,66.69757923204591,55.11533018935091
1.0,600.0,1000.0,53,0.0,0.0009626712439195167,0.0002240581654499384,,,,,69.87925574030086,53.40140977067325,1.405384006334125,12.154048447250794,71.28463974663501,52.943492045377475
1.0,600.0,200.0,183,0.0,0.0009315261423913508,0.00019949155037344156,,,,,51.12162662879022,55.66975789237969,5.223450462133844,24.402061611694105,56.345077090924065,56.21840439126944
1.0,600.0,400.0,110,0.0,0.0010208650068803267,0.00023979658939150532,,,,,59.40905104071787,55.44911946878781,3.0361299463617044,17.685081154741344,62.445180987079574,55.01465664194206
1.0,200.0,600.0,80,0.0,0.0011265277862548828,0.00026547814226019796,,,,,64.34182400550603,55.57841977945044,2.1838829438742082,15.294612033489738,66.52570694938024,55.15297180437255
1.0,200.0,800.0,63,0.0,0.000987734113420759,0.000230030759412648,,,,,68.49064874342488,54.78303799035975,1.73306708227807,13.66854558963929,70.22371582570297,54.31949914537682
1.0,200.0,400.0,111,0.0,0.0009558222315332912,0.00023732257588958487,,,,,61.47434478781051,55.94767907021234,3.1478016524491657,18.147889739223505,64.62214644025967,55.429800834060714
1.0,200.0,1000.0,53,0.0,0.0009401789251363502,0.00021126576032517034,,,,,69.81662463219841,53.28245258911644,1.4230418943533698,12.31266377449976,71.23966652655177,52.83856246116446
1.0,200.0,1.0,566,0.0,0.0010990001287561424,0.0009923812929319438,,,,,0.2243822157766024,9.938156112298687,17.83727535119149,39.757317313482794,18.061657566968094,40.88283651387186
1.0,200.0,200.0,182,0.0,0.001050613738678314,0.0010275287550556922,,,,,51.73713926794083,55.67741229498197,5.4765528475486445,24.111952715832793,57.21369211548948,55.809196503575556
1.0,1.0,600.0,80,0.0,0.17399787902829367,0.20173003886477867,-55.18802098281511,7.266368925254884,,,33.44058902960224,51.76987756826117,2.275803639319332,15.381240642528542,35.71639266892158,52.57843061068981
1.0,1.0,200.0,183,0.01092896174863388,0.19353986437851314,0.1703220863017944,-56.750839836533004,7.245118853537982,-40.557960510253906,3.8211506228239074,12.192465402357765,34.71402506801365,5.178968050572355,22.973735425559642,17.371433452930123,40.08197461464371
1.0,1.0,1000.0,53,0.0,0.23439695250309361,0.42371914009347583,-55.02444510764264,7.532566001966559,,,41.1575903828127,53.549714611196286,1.500310354437435,12.576086311839893,42.65790073725013,53.872341857034165
1.0,1.0,400.0,110,0.0,0.13141848824238112,0.1415167886354725,-54.86689124107361,7.596339040126738,,,32.108547769926915,50.08801162369726,3.1781662718738826,18.18325866004736,35.28671404180079,51.33559257175174
1.0,1.0,800.0,63,0.0,0.23839965699206062,0.21506726558095215,-57.188342609921015,6.481497265969506,,,14.943485866625355,42.91673137602663,1.7126106237533647,13.419767636869546,16.65609649037872,44.393133015196845
1.0,1.0,1.0,562,0.010676156583629894,0.28587745177784035,0.34213626624962135,-56.58184035414273,6.917720344577804,-43.462659200032554,4.174349042780342,0.2389604728112114,11.069916073031631,16.635668803464615,39.52531806326052,16.874629276275826,40.94927477796843
1.0,400.0,1.0,565,0.0,0.0009735073663492119,0.0008853380164277506,,,,,0.22885471325170995,10.744398557824391,17.764013907256516,39.717474820607556,17.992868620508226,41.04618102141956
1.0,400.0,800.0,64,0.0,0.0009872019290924072,0.00027156399793680004,,,,,68.38319267546746,54.397651548672044,1.7320112784380524,14.813126210633099,70.11520395390552,54.23695875423808
1.0,400.0,600.0,80,0.0,0.0009864568710327148,0.0002480149487599417,,,,,66.14173163264631,55.45026551445517,2.196527874207349,15.251054038943431,68.33825950685367,54.92500811599519
1.0,400.0,1000.0,53,0.0,0.0009941604902159494,0.00022295078717757724,,,,,67.22754278620201,54.70898325978361,1.4350479484158654,12.526463692177062,68.66259073461786,54.37859855446115
1.0,400.0,200.0,183,0.0,0.0010083933345607068,0.0002167062849218684,,,,,51.853749553706294,55.45859262235921,5.145251435005905,22.857473596324535,56.9990009887122,55.35799350429827
1.0,400.0,400.0,111,0.0,0.0010009284492011542,0.00024233083387699772,,,,,61.93246548720011,55.931918545614884,3.0910735826296745,17.96968847963839,65.02353906982978,55.39319364872407
1.0,1000.0,400.0,111,0.0,0.0009730055525496199,0.00023653660725996153,,,,,61.22754289710075,55.45426890590726,3.0844898068958098,17.90386009229366,64.31203270399655,54.93637286140789
1.0,1000.0,1000.0,53,0.0,0.000989662026459316,0.0003150382585321543,,,,,69.70812053278244,53.641339107705896,1.414685310226541,12.227659240325275,71.12280584300899,53.19468987413858
1.0,1000.0,800.0,63,0.0,0.0009763808477492559,0.00022132528479844104,,,,,68.48640844659627,53.97126754112682,1.6770693577553522,13.662161988470384,70.16347780435163,53.570841037344756
1.0,1000.0,600.0,79,0.0,0.0009053870092464398,0.0002205714565788218,,,,,65.11281107288713,54.7609588491254,2.3135574466372946,15.660550726896822,67.42636851952442,54.24688879518538
1.0,1000.0,1.0,566,0.0,0.0010252841369844579,0.0006095396946436278,,,,,0.1932014411495086,10.849372193425209,16.724138543643097,39.12087307432824,16.917339984792605,40.517763931164836
1.0,1000.0,200.0,183,0.0,0.0010031819994983776,0.0002549471343449954,,,,,51.701058580722766,55.42639569512897,5.2151672953911765,23.71353559284063,56.916225876113934,55.63404276439994
1.0,800.0,800.0,62,0.0,0.0010767290669102824,0.00025809477288459237,,,,,68.47540414559158,54.28843322057205,1.7314621970974247,14.209244317548187,70.20686634268901,53.96301283883873
1.0,800.0,600.0,80,0.0,0.0009953975677490234,0.00022689836623728595,,,,,64.23271081040087,55.612724240942306,2.248320045370315,15.502013394341956,66.4810308557712,55.17472627917761
1.0,800.0,1.0,562,0.0,0.0010919740615790425,0.0002645850214304426,,,,,0.2191523010097107,10.549922992831723,17.572436544227617,40.046245779635726,17.79158884523733,41.31949214402319
1.0,800.0,200.0,182,0.0,0.0009903540978064905,0.00023355603866993983,,,,,51.76133269923978,55.31268249806031,5.195087153402395,24.09540149642066,56.95641985264217,55.69794277003953
1.0,800.0,1000.0,52,0.0,0.0009353344257061298,0.00023534208144799446,,,,,68.56803572352423,54.26355125658634,1.384335066480418,12.086242517826719,69.95237079000465,53.858743927146506
1.0,800.0,400.0,111,0.0,0.0009450826558980856,0.00021063411568766197,,,,,62.04164155113522,58.03370907034364,3.1122329381823053,18.075409834962365,65.15387448931753,57.519109772705534
400.0,200.0,1.0,6,1.0,5.138556162516234,0.2557886108656105,-54.95060241713506,8.72771462091244,-25.235719045003254,0.09725098875224905,0.03146481401841726,5.190568942745118,34.02093018096428,50.43460311841758,34.05239499498269,50.679880250637794
400.0,200.0,800.0,6,1.0,5.1411390304564994,0.29973506430617497,-55.15017448511339,8.830852427533555,-24.854692141215008,0.4728505633271807,1.712085060069488,13.855742969834848,33.01414877140106,49.88354962700952,34.726233831470545,50.66856527485357
400.0,200.0,200.0,6,1.0,5.335887273152616,0.3055210197214809,-55.001862932101425,8.75763002227852,-25.02881145477295,0.33322824007498497,0.45040743570155334,8.242301244718204,33.81663271369153,50.18351182554098,34.26704014939309,50.55549137491227
400.0,200.0,400.0,6,1.0,5.285183588663683,0.2495782115028568,-54.9827002799086,8.77325515916623,-24.9524081548055,0.31255944829853494,0.8456989083832518,9.56860059486391,33.969434055334254,50.33483309328521,34.81513296371751,50.67245229999671
400.0,200.0,1000.0,6,1.0,5.172888437906851,0.3227454848461909,-55.10037819095475,8.839315922161795,-24.734310468037922,0.5659102750615738,2.134832116885761,15.75908813416529,32.81561307956468,49.86016268728754,34.950445196450445,50.93399975607307
400.0,200.0,600.0,6,1.0,5.137125651041616,0.3101524117966661,-54.94783580392823,8.799348343962361,-25.04906717936198,0.13729833863223515,1.2778476124127278,11.735482636359354,34.002841344123205,50.558284141725224,35.28068895653593,51.05840097483626
400.0,400.0,400.0,6,0.0,0.08745988210039897,0.042856604501492174,-59.040934244791664,16.74721840974329,,,0.14053729627375397,3.880709612681787,33.41617637113681,50.07638874288504,33.55671366741056,50.13294456572035
400.0,400.0,600.0,6,0.0,0.08789698282876016,0.04536013982228184,-65.10431943620954,1.3026961343779757,,,0.21213706138688576,4.799970302703985,33.87244572239039,50.22031302326463,34.08458278377727,50.30654311561083
400.0,400.0,1.0,6,0.0,0.04482269287107995,0.0743603048565858,-55.70700645446777,10.013522055146131,,,0.03144276010730188,5.069696520186115,35.05334823826748,50.84932286622392,35.08479099837478,51.07985022925672
400.0,400.0,1000.0,6,0.0,0.0925858815510737,0.04772677067258963,-59.10614204406738,16.895227216222693,,,0.37695893688416154,7.406284403131481,33.3999155278758,50.155599524775525,33.77687446475996,50.45053313085851
400.0,400.0,200.0,6,0.0,0.03496805826820495,0.052430336228010306,-65.31271362304688,0.6026958876083276,,,0.2815659265141566,5.469321428830823,33.992059734821105,50.25403706931767,34.27362566133526,50.36109222035808
400.0,400.0,800.0,6,0.0,0.09739398956296849,0.051387639028136645,-58.80593649546305,16.74948368026638,,,0.280988476646875,5.44305740896982,33.15350070827933,49.90930956364917,33.43448918492621,50.019340840990004
400.0,600.0,800.0,6,0.0,0.001231829325358073,0.00023441125875715613,,,,,1.6905905125820158,13.388316585913815,33.248280080779644,49.80199703850975,34.938870593361656,50.468474427923745
400.0,600.0,1.0,6,0.0,0.0011126200358072917,0.00012311882483823832,,,,,0.03090856691683421,4.986795942336411,34.24509342487385,50.414166273383714,34.276001991790686,50.63930637812305
400.0,600.0,400.0,6,0.0,0.0009934107462565105,0.00023441125875715613,,,,,0.825469703887846,9.32507031036294,32.811099555239885,49.69548519310698,33.63656925912773,50.02428183177791
