beam,meas,iadr,entries,accuracy,elapsed,elapsed_std,rss_reported,rss_reported_std,rss_decision,rss_decision_std,throughput,throughput_std,overhead,overhead_std,rate,rate_std
20.0,6.0,100.0,34,1.0,5.941257757299044,0.6253918764644467,-68.64841871385758,0.21963844492592507,-67.4485949348001,0.20472328314615915,0.0,0.0,0.0,0.0,0.0,0.0
20.0,6.0,80.0,34,1.0,6.004193249870697,0.6113121096913543,-68.64340045235373,0.22711764756229408,-67.41594583847943,0.18710764951094144,0.0,0.0,0.0,0.0,0.0,0.0
20.0,6.0,60.0,35,1.0,5.705758503505124,0.8795888852678989,-68.65135905424489,0.22250492780137066,-67.42740772792271,0.16600603911842127,0.0,0.0,0.0,0.0,0.0,0.0
20.0,6.0,1.0,36,1.0,5.8509773678249255,0.6824648291685441,-68.65070450128381,0.22273116043783184,-67.43069341447618,0.2173912229306495,0.0,0.0,0.0,0.0,0.0,0.0
20.0,6.0,20.0,36,1.0,5.858997503916375,0.6683298582058846,-68.64786568103186,0.22152715828659655,-67.40658654106988,0.17875613546108932,0.0,0.0,0.0,0.0,0.0,0.0
20.0,6.0,40.0,35,1.0,6.163079398018929,0.7068661653956781,-68.64374467887424,0.22732026000638828,-67.38421249389648,0.16006239247014387,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,1.0,36,1.0,6.45079877641461,0.44604003582174945,-68.64750631547176,0.22887527687248135,-67.47997623019748,0.1261428767218592,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,100.0,34,1.0,6.554968216839912,0.5706121468309756,-68.64959717375127,0.2286942386945822,-67.44910296271829,0.15695688800423935,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,40.0,35,1.0,6.543649945940237,0.57732812113186,-68.64622757099212,0.2298052264657403,-67.44544612339564,0.1219861152406542,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,20.0,36,1.0,6.664547655317463,0.4849160949118328,-68.65061802988004,0.22895188081728457,-67.46180682712131,0.13655665743687673,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,60.0,35,1.0,6.415557861328076,0.6976393679848226,-68.64759028280771,0.2284644576412652,-67.4290307181222,0.1611116573099071,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,80.0,35,1.0,6.461920057024226,0.7137953803575368,-68.65125700592752,0.22743099990269303,-67.49101224626814,0.14724283029707141,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.2,60.0,35,1.0,7.104083469935774,0.42390953818060173,-68.6415735734726,0.23514097436397716,-67.42128720964705,0.13448374430233945,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.2,100.0,34,1.0,7.118849193348556,0.5981607132783596,-68.64196549406547,0.23644026235682636,-67.3936123567469,0.11572719747606644,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.2,40.0,35,1.0,7.110357284545855,0.8201781724535642,-68.65321102888,3.193569525999179,-67.40879418509347,0.13794223596345953,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.2,1.0,36,1.0,7.220976882510666,0.8563357578995581,-68.63808698262302,0.23725739590374673,-67.3800417582194,0.12779179475574598,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.2,20.0,35,1.0,7.416677474975537,0.5682431880971878,-68.64171054399642,0.2383509972566871,-67.37782985142299,0.15347660531280205,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.2,80.0,35,1.0,7.270703996930756,0.753714543136291,-68.64350850097036,0.23379569722190363,-67.40744683401925,0.1552860757595714,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,40.0,35,1.0,6.524147306169736,0.5150835381209218,-68.64945089679952,0.23160274213914922,-67.43574011666435,0.11192866233377165,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,1.0,36,1.0,6.7171189520093675,0.6934705530363918,-68.64663604697178,0.2364496691790786,-67.39194806416829,0.1488735652210551,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,20.0,36,1.0,6.61923487981155,0.5042656394511943,-68.64820537381266,0.23203592475570603,-67.40678363376193,0.14251832280242027,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,80.0,35,1.0,6.4690862383160885,0.5130677879183653,-68.65415227424371,0.22629365122109207,-67.5178976876395,0.1591369854635408,0.0,0.0,0.0,0.0,0.0,0.0
